timestamp,src_ip,action,status
2026-05-15 01:52:25,153.88.196.12,allowed,clean
2026-05-15 01:52:26,108.17.96.25,allowed,clean
2026-05-15 01:52:27,32.188.106.83,blocked,clean
2026-05-15 01:52:28,237.194.228.217,allowed,internal
2026-05-15 01:52:29,142.210.245.84,blocked,clean
2026-05-15 01:52:30,54.91.81.123,allowed,clean
2026-05-15 01:52:31,180.56.64.46,blocked,internal
2026-05-15 01:52:32,197.168.67.179,blocked,clean
2026-05-15 01:52:33,241.14.169.248,allowed,clean
2026-05-15 01:52:34,190.111.215.132,blocked,clean
2026-05-15 01:52:35,50.124.98.119,blocked,clean
2026-05-15 01:52:36,198.122.132.74,allowed,internal
2026-05-15 01:52:37,30.194.66.72,blocked,clean
2026-05-15 01:52:38,49.9.95.90,blocked,internal
2026-05-15 01:52:39,211.144.254.128,blocked,internal
2026-05-15 01:52:40,128.189.13.21,blocked,clean
2026-05-15 01:52:41,179.129.73.141,allowed,internal
2026-05-15 01:52:42,231.44.88.54,blocked,internal
2026-05-15 01:52:43,33.55.116.206,blocked,clean
2026-05-15 01:52:44,184.56.10.153,allowed,clean
2026-05-15 01:52:45,82.221.152.144,blocked,clean
2026-05-15 01:52:46,250.78.253.158,allowed,internal
2026-05-15 01:52:47,248.29.76.83,blocked,internal
2026-05-15 01:52:48,185.44.1.3,blocked,malicious
2026-05-15 01:52:49,174.102.153.1,allowed,internal
2026-05-15 01:52:50,32.255.42.69,blocked,internal
2026-05-15 01:52:51,83.191.119.146,allowed,clean
2026-05-15 01:52:52,182.217.97.32,blocked,clean
2026-05-15 01:52:53,49.128.205.16,allowed,internal
2026-05-15 01:52:54,26.57.202.9,blocked,internal
2026-05-15 01:52:55,10.188.118.144,allowed,clean
2026-05-15 01:52:56,231.163.149.158,allowed,internal
2026-05-15 01:52:57,58.74.152.75,blocked,internal
2026-05-15 01:52:58,55.218.164.61,blocked,internal
2026-05-15 01:52:59,185.93.243.238,allowed,clean
2026-05-15 01:53:00,254.201.49.40,allowed,internal
2026-05-15 01:53:01,44.20.214.143,allowed,clean
2026-05-15 01:53:02,54.208.226.90,allowed,clean
2026-05-15 01:53:03,94.133.145.213,blocked,internal
2026-05-15 01:53:04,90.39.203.220,allowed,internal
2026-05-15 01:53:05,9.183.167.105,allowed,internal
2026-05-15 01:53:06,43.170.129.254,allowed,internal
2026-05-15 01:53:07,178.109.67.228,blocked,clean
2026-05-15 01:53:08,20.218.31.174,blocked,internal
2026-05-15 01:53:09,62.75.208.215,allowed,internal
2026-05-15 01:53:10,17.128.1.51,blocked,internal
2026-05-15 01:53:11,159.244.179.240,allowed,clean
2026-05-15 01:53:12,215.144.54.115,blocked,clean
2026-05-15 01:53:13,211.218.81.137,allowed,clean
2026-05-15 01:53:14,150.184.25.236,blocked,clean
2026-05-15 01:53:15,77.229.196.38,allowed,internal
2026-05-15 01:53:16,42.132.7.234,blocked,internal
2026-05-15 01:53:17,29.215.220.182,allowed,clean
2026-05-15 01:53:18,122.206.43.161,blocked,clean
2026-05-15 01:53:19,72.74.134.138,allowed,internal
2026-05-15 01:53:20,250.97.195.116,allowed,internal
2026-05-15 01:53:21,255.152.238.203,allowed,internal
2026-05-15 01:53:22,206.195.111.159,allowed,internal
2026-05-15 01:53:23,73.99.155.2,allowed,clean
2026-05-15 01:53:24,60.122.160.156,allowed,clean
2026-05-15 01:53:25,61.42.54.208,blocked,clean
2026-05-15 01:53:26,20.76.72.112,allowed,internal
2026-05-15 01:53:27,45.138.75.109,blocked,internal
2026-05-15 01:53:28,104.202.48.47,blocked,clean
2026-05-15 01:53:29,139.128.61.150,allowed,internal
2026-05-15 01:53:30,147.229.243.141,blocked,clean
2026-05-15 01:53:31,230.223.120.41,allowed,internal
2026-05-15 01:53:32,141.218.168.231,blocked,clean
2026-05-15 01:53:33,239.99.74.50,blocked,clean
2026-05-15 01:53:34,101.183.19.32,allowed,clean
2026-05-15 01:53:35,87.172.43.250,blocked,internal
2026-05-15 01:53:36,148.234.63.12,allowed,internal
2026-05-15 01:53:37,56.34.221.18,allowed,clean
2026-05-15 01:53:38,45.12.88.7,blocked,malicious
2026-05-15 01:53:39,102.35.243.59,blocked,internal
2026-05-15 01:53:40,213.20.117.59,blocked,internal
2026-05-15 01:53:41,72.101.69.60,allowed,clean
2026-05-15 01:53:42,250.54.247.169,allowed,clean
2026-05-15 01:53:43,217.39.26.158,blocked,clean
2026-05-15 01:53:44,201.214.115.211,allowed,internal
2026-05-15 01:53:45,155.191.164.232,blocked,internal
2026-05-15 01:53:46,112.16.110.35,allowed,clean
2026-05-15 01:53:47,50.216.11.66,allowed,clean
2026-05-15 01:53:48,38.70.183.103,blocked,clean
2026-05-15 01:53:49,87.126.57.91,allowed,internal
2026-05-15 01:53:50,209.174.59.164,blocked,internal
2026-05-15 01:53:51,180.138.240.234,blocked,internal
2026-05-15 01:53:52,5.44.13.121,blocked,clean
2026-05-15 01:53:53,102.56.95.190,blocked,internal
2026-05-15 01:53:54,36.159.62.32,allowed,internal
2026-05-15 01:53:55,186.171.180.102,blocked,clean
2026-05-15 01:53:56,197.135.149.101,allowed,internal
2026-05-15 01:53:57,134.131.67.66,blocked,clean
2026-05-15 01:53:58,65.222.124.42,blocked,clean
2026-05-15 01:53:59,21.47.54.247,blocked,internal
2026-05-15 01:54:00,175.236.27.231,allowed,internal
2026-05-15 01:54:01,138.202.241.146,blocked,clean
2026-05-15 01:54:02,164.246.230.91,blocked,internal
2026-05-15 01:54:03,177.235.129.9,blocked,internal
2026-05-15 01:54:04,154.120.98.17,blocked,clean
2026-05-15 01:54:05,84.23.83.31,allowed,internal
2026-05-15 01:54:06,9.114.232.129,allowed,internal
2026-05-15 01:54:07,125.138.192.154,blocked,internal
2026-05-15 01:54:08,77.48.254.115,allowed,clean
2026-05-15 01:54:09,118.218.136.30,allowed,internal
2026-05-15 01:54:10,165.26.130.49,allowed,clean
2026-05-15 01:54:11,113.78.132.217,allowed,clean
2026-05-15 01:54:12,233.83.121.142,blocked,internal
2026-05-15 01:54:13,88.165.56.129,allowed,internal
2026-05-15 01:54:14,214.0.131.154,blocked,internal
2026-05-15 01:54:15,159.38.155.233,blocked,internal
2026-05-15 01:54:16,149.232.140.165,allowed,internal
2026-05-15 01:54:17,6.177.111.0,allowed,clean
2026-05-15 01:54:18,127.0.85.112,blocked,internal
2026-05-15 01:54:19,23.142.58.8,allowed,clean
2026-05-15 01:54:20,98.16.233.232,blocked,clean
2026-05-15 01:54:21,85.139.178.58,allowed,internal
2026-05-15 01:54:22,56.66.59.50,blocked,clean
2026-05-15 01:54:23,141.44.51.50,allowed,internal
2026-05-15 01:54:24,215.112.36.53,allowed,internal
2026-05-15 01:54:25,252.238.84.79,allowed,internal
2026-05-15 01:54:26,197.184.70.96,allowed,internal
2026-05-15 01:54:27,2.169.238.90,blocked,clean
2026-05-15 01:54:28,103.77.21.9,blocked,malicious
2026-05-15 01:54:29,134.54.92.53,allowed,internal
2026-05-15 01:54:30,198.34.34.180,allowed,clean
2026-05-15 01:54:31,199.141.234.170,blocked,clean
2026-05-15 01:54:32,5.33.163.140,blocked,clean
2026-05-15 01:54:33,204.74.97.163,blocked,clean
2026-05-15 01:54:34,95.148.71.84,allowed,clean
2026-05-15 01:54:35,24.143.61.0,allowed,clean
2026-05-15 01:54:36,241.194.15.83,blocked,internal
2026-05-15 01:54:37,207.110.124.240,blocked,internal
2026-05-15 01:54:38,53.218.47.129,allowed,clean
2026-05-15 01:54:39,161.134.113.119,allowed,internal
2026-05-15 01:54:40,38.2.208.54,blocked,clean
2026-05-15 01:54:41,212.81.108.104,allowed,clean
2026-05-15 01:54:42,100.249.189.62,allowed,clean
2026-05-15 01:54:43,101.240.7.248,blocked,internal
2026-05-15 01:54:44,171.153.247.89,blocked,clean
2026-05-15 01:54:45,45.175.155.177,blocked,clean
2026-05-15 01:54:46,218.106.227.25,allowed,clean
2026-05-15 01:54:47,83.130.178.132,blocked,internal
2026-05-15 01:54:48,239.23.227.117,allowed,internal
2026-05-15 01:54:49,245.159.81.214,allowed,internal
2026-05-15 01:54:50,111.204.66.174,allowed,clean
2026-05-15 01:54:51,114.90.20.11,blocked,clean
2026-05-15 01:54:52,252.212.193.86,blocked,clean
2026-05-15 01:54:53,102.171.216.55,blocked,clean
2026-05-15 01:54:54,162.51.10.26,allowed,internal
2026-05-15 01:54:55,186.158.230.116,blocked,clean
2026-05-15 01:54:56,49.208.182.108,allowed,clean
2026-05-15 01:54:57,52.117.78.149,blocked,clean
2026-05-15 01:54:58,238.87.197.205,blocked,clean
2026-05-15 01:54:59,226.120.52.97,blocked,clean
2026-05-15 01:55:00,111.7.255.118,allowed,internal
2026-05-15 01:55:01,143.229.17.82,blocked,clean
2026-05-15 01:55:02,55.116.167.254,blocked,clean
2026-05-15 01:55:03,139.242.38.47,allowed,internal
2026-05-15 01:55:04,254.252.177.66,blocked,clean
2026-05-15 01:55:05,76.127.42.23,allowed,internal
2026-05-15 01:55:06,73.19.243.246,allowed,clean
2026-05-15 01:55:07,206.115.221.8,allowed,clean
2026-05-15 01:55:08,207.110.118.227,allowed,clean
2026-05-15 01:55:09,25.143.0.200,blocked,internal
2026-05-15 01:55:10,27.131.198.150,blocked,internal
2026-05-15 01:55:11,192.49.221.242,blocked,clean
2026-05-15 01:55:12,4.106.53.164,allowed,internal
2026-05-15 01:55:13,154.168.112.46,allowed,internal
2026-05-15 01:55:14,129.211.234.122,allowed,internal
2026-05-15 01:55:15,80.20.248.154,allowed,internal
2026-05-15 01:55:16,200.133.191.19,blocked,clean
2026-05-15 01:55:17,102.144.37.94,allowed,clean
2026-05-15 01:55:18,91.200.12.5,blocked,malicious
2026-05-15 01:55:19,191.65.168.56,allowed,internal
2026-05-15 01:55:20,10.12.4.240,blocked,clean
2026-05-15 01:55:21,133.251.44.180,allowed,clean
2026-05-15 01:55:22,129.94.145.167,blocked,internal
2026-05-15 01:55:23,70.88.80.125,blocked,clean
2026-05-15 01:55:24,102.66.7.12,blocked,internal
2026-05-15 01:55:25,220.36.3.95,blocked,internal
2026-05-15 01:55:26,242.84.189.89,allowed,clean
2026-05-15 01:55:27,121.235.87.59,blocked,internal
2026-05-15 01:55:28,205.178.175.190,blocked,clean
2026-05-15 01:55:29,21.59.6.236,blocked,internal
2026-05-15 01:55:30,67.214.187.104,blocked,internal
2026-05-15 01:55:31,88.122.135.50,allowed,internal
2026-05-15 01:55:32,241.19.3.230,blocked,clean
2026-05-15 01:55:33,198.95.138.64,allowed,clean
2026-05-15 01:55:34,159.246.104.77,blocked,internal
2026-05-15 01:55:35,157.183.24.125,allowed,clean
2026-05-15 01:55:36,85.201.253.137,blocked,internal
2026-05-15 01:55:37,106.221.251.62,blocked,clean
2026-05-15 01:55:38,69.175.202.201,blocked,internal
2026-05-15 01:55:39,175.39.105.38,blocked,clean
2026-05-15 01:55:40,51.166.21.7,allowed,clean
2026-05-15 01:55:41,152.114.106.87,blocked,clean
2026-05-15 01:55:42,202.159.232.118,blocked,clean
2026-05-15 01:55:43,43.70.33.225,allowed,clean
2026-05-15 01:55:44,87.104.93.99,blocked,clean
2026-05-15 01:55:45,118.85.42.91,blocked,clean
2026-05-15 01:55:46,203.223.20.234,allowed,internal
2026-05-15 01:55:47,99.57.116.179,blocked,internal
2026-05-15 01:55:48,86.92.77.155,blocked,internal
2026-05-15 01:55:49,158.10.200.75,blocked,internal
2026-05-15 01:55:50,113.19.148.203,blocked,internal
2026-05-15 01:55:51,48.56.149.109,blocked,clean
2026-05-15 01:55:52,123.154.191.159,blocked,clean
2026-05-15 01:55:53,208.207.40.100,blocked,clean
2026-05-15 01:55:54,124.225.243.87,allowed,internal
2026-05-15 01:55:55,156.82.239.33,blocked,internal
2026-05-15 01:55:56,216.142.86.121,blocked,clean
2026-05-15 01:55:57,143.131.135.5,blocked,clean
2026-05-15 01:55:58,125.236.231.159,blocked,internal
2026-05-15 01:55:59,252.146.94.196,allowed,internal
2026-05-15 01:56:00,115.124.23.190,blocked,internal
2026-05-15 01:56:01,130.41.116.64,allowed,clean
2026-05-15 01:56:02,188.189.251.176,allowed,internal
2026-05-15 01:56:03,253.32.8.146,allowed,clean
2026-05-15 01:56:04,57.235.23.113,allowed,internal
2026-05-15 01:56:05,105.41.3.101,blocked,clean
2026-05-15 01:56:06,81.235.56.150,blocked,clean
2026-05-15 01:56:07,51.53.69.40,blocked,clean
2026-05-15 01:56:08,45.12.88.7,blocked,malicious
2026-05-15 01:56:09,52.124.22.21,blocked,internal
2026-05-15 01:56:10,189.217.243.4,blocked,internal
2026-05-15 01:56:11,65.174.125.131,blocked,internal
2026-05-15 01:56:12,228.155.170.203,blocked,internal
2026-05-15 01:56:13,226.0.231.200,allowed,internal
2026-05-15 01:56:14,10.7.181.120,allowed,clean
2026-05-15 01:56:15,128.118.212.217,allowed,clean
2026-05-15 01:56:16,1.218.38.151,allowed,internal
2026-05-15 01:56:17,115.24.237.66,blocked,internal
2026-05-15 01:56:18,129.97.241.65,blocked,clean
2026-05-15 01:56:19,240.68.102.189,allowed,clean
2026-05-15 01:56:20,200.61.165.207,allowed,internal
2026-05-15 01:56:21,160.168.0.6,blocked,internal
2026-05-15 01:56:22,46.92.86.200,blocked,clean
2026-05-15 01:56:23,95.11.15.154,blocked,internal
2026-05-15 01:56:24,200.201.149.96,blocked,clean
2026-05-15 01:56:25,113.173.17.49,allowed,clean
2026-05-15 01:56:26,165.14.209.47,blocked,internal
2026-05-15 01:56:27,40.152.152.184,allowed,clean
2026-05-15 01:56:28,64.166.221.53,allowed,clean
2026-05-15 01:56:29,43.136.172.127,allowed,internal
2026-05-15 01:56:30,209.75.12.191,allowed,internal
2026-05-15 01:56:31,13.72.104.78,blocked,clean
2026-05-15 01:56:32,185.38.187.35,blocked,internal
2026-05-15 01:56:33,114.210.12.175,allowed,clean
2026-05-15 01:56:34,80.115.225.36,blocked,internal
2026-05-15 01:56:35,205.214.77.245,allowed,internal
2026-05-15 01:56:36,233.99.105.118,blocked,internal
2026-05-15 01:56:37,248.16.161.167,allowed,clean
2026-05-15 01:56:38,141.113.110.61,allowed,internal
2026-05-15 01:56:39,110.191.0.66,blocked,clean
2026-05-15 01:56:40,51.25.237.176,allowed,clean
2026-05-15 01:56:41,29.155.139.71,allowed,clean
2026-05-15 01:56:42,168.69.211.203,blocked,internal
2026-05-15 01:56:43,240.148.211.224,allowed,clean
2026-05-15 01:56:44,216.64.128.31,blocked,clean
2026-05-15 01:56:45,186.181.195.235,blocked,clean
2026-05-15 01:56:46,249.182.12.121,allowed,internal
2026-05-15 01:56:47,144.124.142.46,allowed,internal
2026-05-15 01:56:48,254.20.197.212,allowed,clean
2026-05-15 01:56:49,97.208.91.199,blocked,internal
2026-05-15 01:56:50,36.137.207.196,allowed,clean
2026-05-15 01:56:51,246.143.68.69,allowed,internal
2026-05-15 01:56:52,72.46.2.41,allowed,clean
2026-05-15 01:56:53,220.220.182.245,allowed,internal
2026-05-15 01:56:54,69.241.46.183,allowed,clean
2026-05-15 01:56:55,74.164.33.183,allowed,clean
2026-05-15 01:56:56,169.233.78.87,blocked,clean
2026-05-15 01:56:57,232.31.27.165,allowed,internal
2026-05-15 01:56:58,45.12.88.7,blocked,malicious
2026-05-15 01:56:59,31.47.126.229,allowed,internal
2026-05-15 01:57:00,171.88.42.250,blocked,internal
2026-05-15 01:57:01,45.89.221.38,blocked,internal
2026-05-15 01:57:02,4.135.15.172,blocked,clean
2026-05-15 01:57:03,225.250.232.126,allowed,clean
2026-05-15 01:57:04,63.194.31.66,allowed,internal
2026-05-15 01:57:05,147.255.164.48,allowed,internal
2026-05-15 01:57:06,118.197.86.221,allowed,internal
2026-05-15 01:57:07,118.132.110.68,blocked,clean
2026-05-15 01:57:08,128.1.16.7,allowed,clean
2026-05-15 01:57:09,87.152.16.166,blocked,internal
2026-05-15 01:57:10,157.108.67.147,allowed,clean
2026-05-15 01:57:11,243.61.60.16,allowed,clean
2026-05-15 01:57:12,166.21.43.132,allowed,internal
2026-05-15 01:57:13,232.44.81.197,blocked,clean
2026-05-15 01:57:14,199.3.97.11,allowed,internal
2026-05-15 01:57:15,185.118.252.64,blocked,internal
2026-05-15 01:57:16,61.79.233.232,blocked,clean
2026-05-15 01:57:17,240.122.227.167,blocked,clean
2026-05-15 01:57:18,47.72.168.113,blocked,internal
2026-05-15 01:57:19,165.9.155.58,allowed,internal
2026-05-15 01:57:20,132.44.11.2,allowed,clean
2026-05-15 01:57:21,241.210.210.13,allowed,clean
2026-05-15 01:57:22,236.173.44.100,allowed,internal
2026-05-15 01:57:23,112.253.110.10,allowed,clean
2026-05-15 01:57:24,243.233.52.236,blocked,clean
2026-05-15 01:57:25,13.72.175.161,allowed,clean
2026-05-15 01:57:26,84.48.30.50,allowed,internal
2026-05-15 01:57:27,108.138.26.73,allowed,clean
2026-05-15 01:57:28,136.95.119.47,allowed,clean
2026-05-15 01:57:29,159.68.189.191,allowed,internal
2026-05-15 01:57:30,167.20.175.19,blocked,internal
2026-05-15 01:57:31,230.116.90.147,blocked,internal
2026-05-15 01:57:32,19.146.27.102,blocked,clean
2026-05-15 01:57:33,5.104.129.135,allowed,clean
2026-05-15 01:57:34,81.7.74.146,allowed,internal
2026-05-15 01:57:35,44.129.125.182,allowed,internal
2026-05-15 01:57:36,63.239.93.190,blocked,clean
2026-05-15 01:57:37,8.30.67.145,allowed,internal
2026-05-15 01:57:38,229.214.97.155,blocked,clean
2026-05-15 01:57:39,26.62.175.37,blocked,clean
2026-05-15 01:57:40,224.253.218.175,allowed,clean
2026-05-15 01:57:41,44.117.238.155,blocked,internal
2026-05-15 01:57:42,5.29.154.134,allowed,internal
2026-05-15 01:57:43,165.201.39.65,blocked,clean
2026-05-15 01:57:44,135.221.250.149,blocked,internal
2026-05-15 01:57:45,190.226.63.199,allowed,clean
2026-05-15 01:57:46,16.88.145.141,blocked,internal
2026-05-15 01:57:47,158.14.98.11,blocked,clean
2026-05-15 01:57:48,185.44.1.3,blocked,malicious
2026-05-15 01:57:49,48.187.112.188,allowed,clean
2026-05-15 01:57:50,79.83.229.13,allowed,internal
2026-05-15 01:57:51,46.202.86.47,allowed,clean
2026-05-15 01:57:52,83.34.46.59,blocked,clean
2026-05-15 01:57:53,104.207.177.203,allowed,internal
2026-05-15 01:57:54,11.21.86.61,blocked,internal
2026-05-15 01:57:55,75.228.228.176,allowed,internal
2026-05-15 01:57:56,148.147.179.58,blocked,clean
2026-05-15 01:57:57,19.92.146.177,allowed,clean
2026-05-15 01:57:58,63.93.142.240,blocked,clean
2026-05-15 01:57:59,84.118.75.126,blocked,clean
2026-05-15 01:58:00,186.116.225.58,allowed,internal
2026-05-15 01:58:01,157.8.41.106,allowed,clean
2026-05-15 01:58:02,96.161.70.0,allowed,clean
2026-05-15 01:58:03,152.147.187.150,blocked,internal
2026-05-15 01:58:04,98.175.85.156,allowed,clean
2026-05-15 01:58:05,151.95.20.31,allowed,internal
2026-05-15 01:58:06,131.73.165.25,blocked,clean
2026-05-15 01:58:07,221.23.238.76,blocked,clean
2026-05-15 01:58:08,63.60.190.25,blocked,clean
2026-05-15 01:58:09,198.216.86.140,blocked,internal
2026-05-15 01:58:10,33.137.216.13,allowed,clean
2026-05-15 01:58:11,2.184.204.243,allowed,internal
2026-05-15 01:58:12,203.243.23.181,blocked,internal
2026-05-15 01:58:13,234.67.151.194,blocked,clean
2026-05-15 01:58:14,52.207.220.224,blocked,clean
2026-05-15 01:58:15,66.76.18.218,blocked,clean
2026-05-15 01:58:16,187.181.220.47,allowed,internal
2026-05-15 01:58:17,156.224.139.103,allowed,clean
2026-05-15 01:58:18,252.151.132.142,blocked,clean
2026-05-15 01:58:19,203.159.59.161,allowed,clean
2026-05-15 01:58:20,19.65.145.30,blocked,internal
2026-05-15 01:58:21,30.134.37.17,allowed,clean
2026-05-15 01:58:22,62.141.28.209,blocked,internal
2026-05-15 01:58:23,178.194.121.242,allowed,internal
2026-05-15 01:58:24,170.133.164.152,allowed,internal
2026-05-15 01:58:25,45.52.202.15,blocked,clean
2026-05-15 01:58:26,65.248.160.237,allowed,clean
2026-05-15 01:58:27,62.205.227.128,allowed,internal
2026-05-15 01:58:28,212.251.12.34,allowed,clean
2026-05-15 01:58:29,235.59.161.124,allowed,internal
2026-05-15 01:58:30,195.223.241.223,blocked,clean
2026-05-15 01:58:31,202.101.171.247,allowed,clean
2026-05-15 01:58:32,211.132.145.139,allowed,internal
2026-05-15 01:58:33,91.89.16.252,blocked,internal
2026-05-15 01:58:34,44.176.136.235,blocked,clean
2026-05-15 01:58:35,53.234.92.83,blocked,clean
2026-05-15 01:58:36,165.67.90.185,allowed,clean
2026-05-15 01:58:37,207.171.29.37,allowed,internal
2026-05-15 01:58:38,91.200.12.5,blocked,malicious
2026-05-15 01:58:39,137.187.78.153,blocked,clean
2026-05-15 01:58:40,33.57.248.227,allowed,clean
2026-05-15 01:58:41,110.235.52.190,allowed,clean
2026-05-15 01:58:42,207.241.172.149,allowed,internal
2026-05-15 01:58:43,41.193.153.230,blocked,clean
2026-05-15 01:58:44,251.86.57.165,blocked,clean
2026-05-15 01:58:45,56.170.199.168,blocked,internal
2026-05-15 01:58:46,194.56.180.69,blocked,internal
2026-05-15 01:58:47,78.151.165.101,allowed,internal
2026-05-15 01:58:48,133.251.163.180,allowed,internal
2026-05-15 01:58:49,104.100.50.243,allowed,internal
2026-05-15 01:58:50,123.159.180.226,blocked,clean
2026-05-15 01:58:51,116.191.173.93,allowed,internal
2026-05-15 01:58:52,113.105.211.156,blocked,internal
2026-05-15 01:58:53,236.243.242.115,blocked,clean
2026-05-15 01:58:54,245.117.46.84,allowed,clean
2026-05-15 01:58:55,180.24.30.10,allowed,clean
2026-05-15 01:58:56,27.192.167.177,allowed,internal
2026-05-15 01:58:57,118.28.164.81,blocked,internal
2026-05-15 01:58:58,243.24.204.126,allowed,internal
2026-05-15 01:58:59,65.21.132.75,allowed,internal
2026-05-15 01:59:00,106.209.176.186,blocked,internal
2026-05-15 01:59:01,101.180.168.77,blocked,clean
2026-05-15 01:59:02,212.144.79.62,allowed,internal
2026-05-15 01:59:03,139.248.230.227,blocked,clean
2026-05-15 01:59:04,19.66.103.226,allowed,internal
2026-05-15 01:59:05,2.134.146.109,blocked,clean
2026-05-15 01:59:06,115.72.181.19,blocked,internal
2026-05-15 01:59:07,223.169.44.208,blocked,clean
2026-05-15 01:59:08,132.22.61.19,allowed,internal
2026-05-15 01:59:09,255.116.30.13,blocked,clean
2026-05-15 01:59:10,86.145.100.64,blocked,clean
2026-05-15 01:59:11,115.153.4.233,allowed,internal
2026-05-15 01:59:12,165.95.66.202,allowed,internal
2026-05-15 01:59:13,32.144.237.139,allowed,clean
2026-05-15 01:59:14,21.210.28.11,allowed,clean
2026-05-15 01:59:15,151.89.87.174,allowed,clean
2026-05-15 01:59:16,191.161.160.167,allowed,internal
2026-05-15 01:59:17,121.234.205.144,allowed,clean
2026-05-15 01:59:18,208.171.61.132,allowed,internal
2026-05-15 01:59:19,149.134.68.155,allowed,internal
2026-05-15 01:59:20,249.69.139.91,blocked,internal
2026-05-15 01:59:21,136.244.56.220,blocked,clean
2026-05-15 01:59:22,180.144.221.58,blocked,internal
2026-05-15 01:59:23,13.116.137.147,blocked,clean
2026-05-15 01:59:24,105.166.68.206,allowed,clean
2026-05-15 01:59:25,30.44.31.111,allowed,clean
2026-05-15 01:59:26,239.76.103.146,blocked,internal
2026-05-15 01:59:27,112.37.53.140,allowed,internal
2026-05-15 01:59:28,185.44.1.3,blocked,malicious
2026-05-15 01:59:29,84.102.214.27,allowed,clean
2026-05-15 01:59:30,34.19.149.148,allowed,internal
2026-05-15 01:59:31,196.119.2.90,allowed,internal
2026-05-15 01:59:32,155.80.124.17,allowed,internal
2026-05-15 01:59:33,107.209.117.135,allowed,internal
2026-05-15 01:59:34,146.163.102.206,blocked,internal
2026-05-15 01:59:35,23.155.2.227,allowed,clean
2026-05-15 01:59:36,63.160.161.38,blocked,internal
2026-05-15 01:59:37,155.83.61.100,blocked,internal
2026-05-15 01:59:38,219.194.209.123,blocked,clean
2026-05-15 01:59:39,30.4.118.23,allowed,internal
2026-05-15 01:59:40,252.110.26.203,allowed,internal
2026-05-15 01:59:41,151.35.85.233,blocked,clean
2026-05-15 01:59:42,249.121.160.120,allowed,clean
2026-05-15 01:59:43,51.225.126.7,allowed,clean
2026-05-15 01:59:44,37.154.85.145,allowed,clean
2026-05-15 01:59:45,201.109.99.105,blocked,internal
2026-05-15 01:59:46,147.223.240.240,allowed,internal
2026-05-15 01:59:47,8.31.145.127,blocked,clean
2026-05-15 01:59:48,54.86.241.189,blocked,internal
2026-05-15 01:59:49,144.99.69.160,blocked,internal
2026-05-15 01:59:50,47.92.241.129,blocked,clean
2026-05-15 01:59:51,103.129.112.0,blocked,internal
2026-05-15 01:59:52,253.63.53.180,allowed,internal
2026-05-15 01:59:53,3.235.230.253,blocked,clean
2026-05-15 01:59:54,194.34.212.148,blocked,clean
2026-05-15 01:59:55,206.144.41.120,allowed,internal
2026-05-15 01:59:56,66.134.20.194,allowed,clean
2026-05-15 01:59:57,22.238.140.205,blocked,internal
2026-05-15 01:59:58,111.159.6.207,allowed,internal
2026-05-15 01:59:59,14.144.23.242,allowed,internal
2026-05-15 02:00:00,228.12.164.99,allowed,internal
2026-05-15 02:00:01,80.138.242.59,blocked,clean
2026-05-15 02:00:02,91.8.97.26,allowed,internal
2026-05-15 02:00:03,100.40.60.44,blocked,clean
2026-05-15 02:00:04,124.187.170.74,blocked,clean
2026-05-15 02:00:05,90.189.66.189,allowed,clean
2026-05-15 02:00:06,26.147.4.189,blocked,internal
2026-05-15 02:00:07,91.182.205.74,blocked,internal
2026-05-15 02:00:08,198.170.68.14,allowed,clean
2026-05-15 02:00:09,121.70.204.128,blocked,internal
2026-05-15 02:00:10,162.121.55.214,blocked,clean
2026-05-15 02:00:11,138.190.162.181,blocked,internal
2026-05-15 02:00:12,43.199.178.86,blocked,internal
2026-05-15 02:00:13,251.237.77.218,allowed,internal
2026-05-15 02:00:14,178.26.7.139,blocked,clean
2026-05-15 02:00:15,100.172.119.238,blocked,internal
2026-05-15 02:00:16,155.182.152.189,blocked,clean
2026-05-15 02:00:17,25.88.26.127,allowed,clean
2026-05-15 02:00:18,103.77.21.9,blocked,malicious
2026-05-15 02:00:19,64.208.106.205,allowed,clean
2026-05-15 02:00:20,12.20.59.119,allowed,internal
2026-05-15 02:00:21,42.249.56.119,blocked,internal
2026-05-15 02:00:22,2.187.122.187,allowed,internal
2026-05-15 02:00:23,187.143.150.240,allowed,clean
2026-05-15 02:00:24,247.177.199.84,allowed,clean
2026-05-15 02:00:25,107.80.222.241,blocked,internal
2026-05-15 02:00:26,28.21.43.6,allowed,internal
2026-05-15 02:00:27,199.61.252.71,allowed,clean
2026-05-15 02:00:28,18.18.234.157,blocked,internal
2026-05-15 02:00:29,206.156.72.31,blocked,clean
2026-05-15 02:00:30,233.84.97.45,allowed,clean
2026-05-15 02:00:31,215.65.140.154,blocked,clean
2026-05-15 02:00:32,41.21.183.236,blocked,internal
2026-05-15 02:00:33,203.18.6.35,allowed,clean
2026-05-15 02:00:34,2.177.39.59,allowed,clean
2026-05-15 02:00:35,174.214.61.194,allowed,clean
2026-05-15 02:00:36,35.85.110.222,blocked,internal
2026-05-15 02:00:37,40.20.21.31,allowed,clean
2026-05-15 02:00:38,174.93.75.247,blocked,clean
2026-05-15 02:00:39,255.147.91.215,blocked,internal
2026-05-15 02:00:40,166.19.83.144,blocked,internal
2026-05-15 02:00:41,105.225.167.53,blocked,clean
2026-05-15 02:00:42,46.148.254.131,blocked,internal
2026-05-15 02:00:43,243.212.32.152,blocked,clean
